id;city_state;name;address;open_now;business_status;latitude;longitude;weekday_text;viewport
ChIJBXSv-T7hYY0R82GA1sIebXE;Macapá/AP;Bellemare;Av. dos Goitacazes - Beirol, Macapá;False;CLOSED_PERMANENTLY;0.0159448;-51.0624095;"[""Não disponível""]";{'northeast': {'lat': 0.01735742989272221, 'lng': -51.06105297010728}, 'southwest': {'lat': 0.01465777010727778, 'lng': -51.06375262989273}}
ChIJaR1X387hYY0Rd9BvVULuG_Y;Macapá/AP;Cinépolis;Rodovia Juscelino Kubitschek 2.141 km 2, nº - Universidade, Macapá;False;OPERATIONAL;-0.0086979;-51.0808814;"[""Não disponível""]";{'northeast': {'lat': -0.007542370107277784, 'lng': -51.07957657010728}, 'southwest': {'lat': -0.01024202989272222, 'lng': -51.08227622989272}}
ChIJX8hzdxAenpIRpLNNAIhhA5M;Macapá/AP;Anfi-teatro - UNIFAP;3660, Rod. Josmar Chaves Pinto, 3450 - Jardim Equatorial, Macapá;False;OPERATIONAL;-0.007316599999999999;-51.0835708;"[""Não disponível""]";{'northeast': {'lat': -0.005955720107277782, 'lng': -51.08223187010727}, 'southwest': {'lat': -0.008655379892722215, 'lng': -51.08493152989271}}
ChIJx0VmdqrhYY0R9Uqf0dypsbU;Macapá/AP;Cine Imperator 3D;Av. Felíciano Coelho, 424 - Trem, Macapá;False;OPERATIONAL;0.0290737;-51.0575734;"[""Monday: 2:00 – 22:00"", ""Tuesday: 2:00 – 22:00"", ""Wednesday: 2:00 – 22:00"", ""Thursday: 2:00 – 22:00"", ""Friday: 2:00 – 22:00"", ""Saturday: 2:00 – 22:00"", ""Sunday: 2:00 – 22:00""]";{'northeast': {'lat': 0.03038367989272222, 'lng': -51.05622657010728}, 'southwest': {'lat': 0.02768402010727779, 'lng': -51.05892622989272}}
ChIJOTjoHAXhYY0Rl1n2cYIbBwE;Macapá/AP;Macapá Shopping;R. Leopoldo Machado, 2334 - Trem, Macapá;True;OPERATIONAL;0.030842;-51.06354460000001;"[""Monday: 10:00 – 22:00"", ""Tuesday: 10:00 – 22:00"", ""Wednesday: 10:00 – 22:00"", ""Thursday: 10:00 – 22:00"", ""Friday: 10:00 – 22:00"", ""Saturday: 10:00 – 22:00"", ""Sunday: 12:00 – 22:00""]";{'northeast': {'lat': 0.03245552989272221, 'lng': -51.06168592010727}, 'southwest': {'lat': 0.02975587010727778, 'lng': -51.06438557989272}}
ChIJjcTkSwbhYY0RRH0cfOKJ9pA;Macapá/AP;Moviecom;R. Leopoldo Machado, 2334 - Trem, Macapá;False;OPERATIONAL;0.031052;-51.06292;"[""Monday: 2:00 – 23:00"", ""Tuesday: 2:00 – 23:00"", ""Wednesday: 2:00 – 23:00"", ""Thursday: 2:00 – 23:00"", ""Friday: 2:00 – 23:00"", ""Saturday: 2:00 – 23:00"", ""Sunday: 2:00 – 23:00""]";{'northeast': {'lat': 0.03258537989272222, 'lng': -51.06138057010727}, 'southwest': {'lat': 0.02988572010727779, 'lng': -51.06408022989272}}
ChIJ25OdF8bhYY0RJqkjHbbYR7A;Macapá/AP;Teatro das Bacabeiras;R. Cândido Mendes, 22 - Central, Macapá;False;OPERATIONAL;0.0364077;-51.0510201;"[""Não disponível""]";{'northeast': {'lat': 0.03778417989272222, 'lng': -51.04984757010728}, 'southwest': {'lat': 0.03508452010727779, 'lng': -51.05254722989272}}
ChIJkWTo6uLgYY0RMAORtzsC4FU;Macapá/AP;Villa Nova Shopping;Av. Pres. Vargas, 341 - Central, Macapá;True;OPERATIONAL;0.0372866;-51.0526536;"[""Monday: 09:00 – 20:00"", ""Tuesday: 09:00 – 20:00"", ""Wednesday: 09:00 – 20:00"", ""Thursday: 09:00 – 20:00"", ""Friday: 09:00 – 20:00"", ""Saturday: 09:00 – 20:00"", ""Sunday: 09:00 – 13:00""]";{'northeast': {'lat': 0.03885257989272221, 'lng': -51.05128552010728}, 'southwest': {'lat': 0.03615292010727778, 'lng': -51.05398517989272}}
ChIJWflWFavhYY0RNAsSaiS6mlw;Macapá/AP;Movieland;Av. Presidente Getúlio Vargas, 341 Villa Nova Shopping - Térreo - Central, Macapá;False;OPERATIONAL;0.0373772;-51.052049;"[""Não disponível""]";{'northeast': {'lat': 0.03871962989272221, 'lng': -51.05056162010728}, 'southwest': {'lat': 0.03601997010727779, 'lng': -51.05326127989272}}
ChIJATzCFefgYY0RxPWOjdMq6ys;Macapá/AP;Associação Grupo Teatral Marco Zero do Equador;R. Oscár Santos, 397 - Perpétuo Socorro, Macapá;False;OPERATIONAL;0.0426078;-51.0474414;"[""Não disponível""]";{'northeast': {'lat': 0.04387897989272221, 'lng': -51.04609487010728}, 'southwest': {'lat': 0.04117932010727779, 'lng': -51.04879452989272}}
